ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż
ż,ź,ź,ź,ź,ź,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,ź,,,,ź,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,ź,,,,ź,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,ź,ź,┼,ź,ź,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,B,ó,E,ó,,ó,,ó,S,ó,C,ó,E,ó,R,ó,E,ó,D,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
